115,MMM,15,4.121397
116,JJJ,13,0.14779389
117,TT,14,4.9518175
118,UUUU,13,1.956816
119,ZZZ,14,3.1467726
120,BBBBB,12,0.2732724
121,AA,14,3.8751602
122,LLLLL,15,2.652876
123,PP,14,4.715373
124,CCCC,14,4.3151097
125,PPP,15,1.2114623
126,RR,13,4.7013907
127,CCC,15,3.4651697
128,U,15,2.6720202
129,NNNNN,15,3.643736
130,KKK,15,2.7926328
131,FF,12,2.432819
132,EEEEE,12,2.4509058
133,PPPP,13,0.14451027
134,AA,15,3.8655581
135,RRRR,15,0.4023552
136,LLLLL,14,1.402235
137,TTT,15,1.0684496
138,NNNN,12,2.9946342
139,GG,13,3.3520908
140,OO,14,4.8842945
141,XXXXX,15,0.84513634
142,FF,15,1.3387384
143,L,13,0.5661291
144,JJJJ,15,0.4852113
145,X,12,2.9634154
146,F,13,3.9060373
147,GG,13,2.226895
148,X,13,1.1816642
149,UU,15,2.1887107
150,Z,15,1.1387489
151,QQQQ,13,1.5550888
152,UUUU,15,4.1631765
153,UU,13,0.2047196
154,U,14,4.571699
155,RRR,13,0.8134708
156,W,14,3.7009099
157,EEEE,12,2.120891
158,JJJJ,12,3.0685732
159,GG,14,1.740885
160,ZZ,15,2.6898518
161,II,15,2.537092
162,NNNN,13,2.3897734
163,GGGGG,15,2.232923
164,SSS,13,3.743318
165,SSSSS,14,1.1068728
166,DD,13,2.095786
167,PPP,15,2.3356376
168,CCCC,12,1.9686625
169,UUUU,13,3.790732
170,F,13,0.039963722
171,VVV,15,3.8687146
172,NN,15,2.8031092
173,M,14,2.2407935
174,TTTTT,14,0.95463395
175,H,15,4.244503
176,SS,15,4.5386114
177,SS,15,0.008293986
178,N,14,1.8844324
179,PPPP,12,1.2993145
180,XX,13,1.4146378
181,J,12,0.51529586
182,MMMM,15,3.4707747
183,YYYYY,15,2.2034
184,UUU,15,4.4078045
185,G,12,2.9820251
186,XXXX,12,2.3413668
187,Q,12,0.76600075
188,T,13,3.0972445
189,TTTTT,12,3.7512445
190,D,12,1.1086679
191,AAAAA,12,3.7018933
192,DDDD,15,3.2346334
193,AAAA,14,1.7010641
194,J,12,3.7312007
195,JJJJJ,13,2.6758218
196,PPPPP,13,0.89776903
197,OOOOO,13,2.687601
198,VVV,14,0.24162829
199,VVV,12,0.19123197
200,EEE,15,0.3566152
201,W,13,4.208891
202,WW,14,1.0954931
203,M,14,3.6397119
204,SS,14,4.030717
205,G,13,2.7314548
206,OO,12,2.6445305
207,Z,13,3.0775418
208,UUUU,12,4.1668873
209,OO,15,2.370937
210,PPP,13,1.4884621
211,A,12,4.5457644
212,AAA,14,2.1160822
213,VVV,14,4.868209
214,JJ,15,1.7091718
215,EEE,13,2.000178
216,SS,13,2.3383589
217,WW,13,2.052351
218,J,15,0.24117589
219,LLLL,13,2.1676607
220,OOOO,12,4.514829
221,H,13,3.2319226
222,P,13,1.8822902
223,WW,13,2.8952317
224,RRR,15,3.3955188
225,GGGG,13,1.205917
226,VVV,12,1.6983998
227,XXXXX,13,1.8082553
228,QQQQQ,13,2.262026
229,Y,12,1.8358133
230,L,12,3.826241
231,U,14,3.3441937
232,K,14,2.1339006
233,GGGG,12,3.3701346
234,D,13,1.9280984
235,A,15,3.478317
236,J,15,0.09763807
237,I,14,2.962909
238,HHH,14,2.8023264
239,SS,12,2.7077734
240,GGG,15,1.3872018
241,C,13,4.077451
242,BBBB,13,0.9035969
243,PP,12,4.1104274
244,RRRR,13,1.0949769
245,NNNN,13,4.7168617
246,K,15,2.776785
247,JJJJJ,14,4.5448747
248,QQQQQ,12,2.6420615
249,Y,15,2.6726532
250,Y,13,1.6583949
251,EE,14,3.3080342
252,OOOOO,12,1.386804
253,IIIII,15,0.23291469
254,OO,14,3.7494338
255,FFF,12,3.8167288
256,QQQQ,13,3.0004911
257,O,15,2.0414102
258,R,14,3.913639
259,S,14,0.12966096
260,ZZ,15,2.4890926
261,AAAA,13,1.0490277
262,AAAA,15,4.8049684
263,NNN,14,1.3761824
264,ZZZ,14,0.9899673
265,WW,15,3.748979
266,BB,13,4.678252
267,RRR,14,3.408275
268,HH,15,3.722444
269,DDDD,13,2.1371574
270,N,13,0.38692176
271,LL,14,3.2421403
272,RRR,15,3.721173
273,PP,15,1.0890615
274,GGGG,12,3.3217163
275,AA,15,3.1058087
276,DDDD,13,2.2311625
277,U,15,1.0946918
278,IIIII,15,2.2942731
279,EE,14,2.1591702
280,B,12,2.8934023
281,PP,14,2.5428202
282,T,12,3.6195126
283,VVVVV,15,0.20283937
284,QQQ,12,3.099983
285,FF,13,3.9960475
286,QQQ,14,4.9007187
287,V,13,3.9422555
288,BBBB,15,2.1476161
289,NN,14,3.1480482
290,DDDDD,15,0.2712217
291,III,15,2.623424
292,MMM,13,2.0684595
293,NNNNN,14,0.40441424
294,RRR,15,1.096597
295,WWW,15,1.106711
296,UU,12,3.2671583
297,SS,14,1.2784979
298,FFFFF,15,2.3912737
299,JJJJ,12,4.6950903
300,D,13,3.343005
301,CC,13,0.043664873
302,JJJ,12,1.45347
303,NNNNN,12,1.2832532
304,X,14,3.7261245
305,OOO,12,3.3333635
306,NNNNN,12,1.4723577
307,MMM,12,2.643986
308,UU,12,0.0065916777
309,XXXXX,13,3.6304138
310,DDD,13,4.1113596
311,A,13,2.9182234
312,HH,14,3.085389
313,KK,14,3.8369224
314,XX,15,1.32149
315,LLL,13,3.6251807
316,U,15,4.526105
317,AA,14,0.36623627
318,ZZZZZ,13,2.8886428
319,J,12,0.75897247
320,VVVVV,13,0.73628813
321,LL,14,3.4483294
322,YY,14,2.4687335
323,Q,15,0.7881272
324,KK,12,1.857354
325,N,12,4.590043
326,FFF,12,1.1146011
327,GGGG,12,3.6243975
328,WWWW,12,2.491959
329,V,13,2.3815708
330,OOO,14,3.5485768
331,DDD,13,1.8772787
332,YYYYY,15,2.6477404
333,A,15,4.09061
334,S,12,3.684626
335,BBB,14,1.9606376
336,PPPP,12,3.526335
337,AAA,14,1.7355719
338,RRRR,12,2.1539688
339,OOO,12,3.8678598
340,HHH,12,4.0365796
341,VV,15,2.5792665
342,OO,13,4.838084
343,RRRRR,14,2.681923
344,DD,12,0.16079724
345,M,12,0.23446262
346,RRRRR,15,2.663009
347,A,12,1.1367965
348,R,14,0.5530825
349,E,13,3.8227353
350,SS,13,4.1588326
351,VV,13,3.7965837
352,NNNN,15,2.9984827
353,N,13,3.8779979
354,GGG,15,3.5382943
355,WWWWW,13,4.668802
356,NNNN,12,2.6119905
357,DDD,12,4.9361353
358,BBBB,15,3.2983959
359,JJ,13,1.3182133
360,YYYY,13,3.9062479
361,FFF,15,1.0021359
362,FFFFF,15,1.5989234
363,YYY,15,4.797615
364,JJ,12,0.106868446
365,KKKK,12,1.3361353
366,CCC,15,0.92179865
367,OOOOO,13,0.9619862
368,NN,13,4.34429
369,YYY,13,0.24977148
370,EE,14,0.76515466
371,FF,15,4.9824038
372,C,13,3.6010518
373,LLLL,12,0.8542654
374,L,12,3.37605
375,KKKK,14,2.1261353
376,FFFFF,12,2.5434213
377,RR,15,3.9516256
378,BBB,13,2.775722
379,F,15,4.119312
380,RR,14,0.6162527
381,T,13,4.5103865
382,QQ,14,3.5812893
383,OOO,13,1.6585839
384,FFFF,14,2.0300064
385,PP,15,4.417291
386,NNNNN,13,2.377808
387,NNN,12,4.8881755
388,TTTTT,12,4.5188203
389,AAAA,12,1.4463133
390,MMMMM,13,0.6445867
391,MMMM,12,4.9087334
392,NNN,14,3.9985468
393,WW,12,0.63643754
394,MMMM,15,4.4896708
395,D,12,0.63438565
396,HHH,15,3.5036583
397,TT,12,0.51959515
398,GGGGG,13,2.6963973
399,V,12,1.5644085
400,GG,15,1.0319283
401,TTTTT,15,2.890166
402,BBBB,14,0.8359295
403,MMM,13,3.2859132
404,EEEE,13,2.1757975
405,AAAAA,14,1.0574526
406,HHHH,14,0.44967592
407,TTT,13,3.7739573
408,EEE,15,4.669323
409,SSS,14,2.7725277
410,II,15,3.5555034
411,M,15,4.8054857
412,RRRRR,13,3.2296276
413,WWWWW,15,0.27087122
414,GGG,12,3.9816449
415,GG,14,4.053509
416,VVVV,15,4.321746
417,AAAAA,13,1.1221924
418,IIIII,15,3.2822113
419,HHH,14,4.6779246
420,JJJ,15,1.725781
421,NNN,13,4.8288503
422,AAAA,14,0.23821831
423,AAA,13,0.47938794
424,OO,12,0.035270452
425,NNNNN,13,1.364277
426,RR,14,4.1980224
427,DDD,12,0.93263626
428,FF,15,4.4656763
429,KKKKK,13,4.0928082
430,MMM,15,3.7610853
431,VV,14,1.6656804
432,ZZ,13,1.6018972
433,OOOO,14,0.7623297
434,QQQQ,13,3.558966
435,Q,14,2.2012577
436,VVVV,13,1.9637161
437,MMM,15,2.5111446
438,M,12,3.137446
439,PPPPP,13,4.026964
440,KKKKK,12,1.5180824
441,ZZ,14,2.0804687
442,EEEE,13,3.193699
443,SSSSS,13,3.3104634
444,KKKK,14,0.5171424
445,B,13,3.6739578
446,O,14,0.67240566
447,WWWW,12,3.8261876
448,GG,14,4.290919
449,S,12,3.1556785
450,OOO,14,0.47472566
451,XXXX,12,1.9099241
452,QQQ,14,1.8735471
453,CC,13,3.52792
454,TT,15,2.7840254
455,OOOO,12,1.5077096
456,WW,13,4.5919766
457,PPP,14,1.8802633
458,DDDD,14,1.2622774
459,NNNN,13,3.635423
460,MM,13,2.9960396
461,II,14,0.2513069
462,F,12,3.6210275
463,XXXX,14,0.81549406
464,NNN,13,1.7587978
465,SSS,12,4.0944557
466,S,13,2.3208456
467,WWWWW,12,3.307129
468,OOOOO,12,3.4260697
469,ZZZ,13,3.2891848
470,X,13,4.403158
471,VV,15,0.19645959
472,EE,14,3.1440475
473,VVVVV,13,1.8891788
474,Y,12,0.7083744
475,KKKKK,13,4.663025
476,L,14,2.743908
477,BBB,14,4.0487537
478,HH,15,0.984208
479,MMMM,12,3.988988
480,GGGG,14,3.8123229
481,YYYYY,15,4.8189716
482,U,12,2.6381054
483,E,15,1.1274948
484,VVVV,13,0.6267807
485,G,15,0.7548472
486,AAAAA,14,2.1376834
487,WWW,15,0.8965865
488,GG,13,0.08461654
489,DDD,14,1.5250629
490,BBBB,13,4.313082
491,OO,13,0.1150623
492,VV,15,2.0046644
493,AAA,12,4.965586
494,CC,14,1.0651419
495,III,14,2.246708
496,MMMMM,12,4.4304366
497,C,13,4.2686067
498,G,14,2.2333093
499,LLLLL,12,3.3692906
500,J,14,4.813732
501,IIIII,12,2.248192
502,W,15,2.6271772
503,MMM,12,2.534727
504,CCC,13,4.2075844
505,R,15,3.874072
506,UU,14,0.47556818
507,NNNN,12,0.8368355
508,GGGG,15,2.847458
509,NNNNN,12,4.5149555
510,BB,14,3.7970638
511,BBBBB,13,4.753071
512,FFFF,12,1.7495868
513,EEEEE,15,2.5827882
514,XXX,15,2.4458888
515,NNN,12,0.57665616
516,FFFF,15,1.20538
517,ZZ,12,1.5193579
518,KK,14,4.8370566
519,SSSSS,15,3.0055096
520,LL,14,3.3007836
521,WW,13,2.316648
522,KKKK,15,4.6046786
523,TTT,13,2.204381
524,V,13,1.8395162
525,RRRRR,13,4.012355
526,YYY,14,3.697348
527,JJJJJ,15,4.906598
528,OOOO,13,4.299077
529,R,13,0.85196584
530,FFF,13,4.664505
531,GGG,13,1.3718305
532,FFFF,14,1.6984382
533,F,15,1.0588115
534,IIIII,12,1.1376804
535,LL,13,1.266279
536,TTTT,15,3.5063279
537,CC,13,3.4034934
538,DD,14,1.7605388
539,FFF,15,2.781696
540,CCCCC,15,0.96900135
541,GGGGG,14,4.0140963
542,HH,12,4.0716133
543,PPPP,14,0.55963963
544,II,14,3.486419
545,II,12,2.1185899
546,GGGG,12,1.0936484
547,MM,12,4.2373757
548,X,15,3.9157295
549,CCC,14,4.660828
550,OO,13,4.63345
551,RRRR,13,0.6818247
552,UUUUU,14,4.9309654
553,PP,14,0.9815493
554,TTTT,12,0.546155
555,BB,14,4.2279663
556,EE,12,4.817859
557,S,15,0.005785227
558,KKKK,12,2.4678195
559,FFFFF,14,0.48810542
560,CCC,12,2.332686
561,UUUUU,12,3.6280856
562,TTT,15,1.770241
563,CCCC,13,0.54840773
564,ZZ,15,1.5040362
565,UUUU,15,1.2369639
566,NN,12,2.741912
567,N,14,3.6191063
568,T,12,3.5064297
569,II,14,1.5699706
570,ZZZ,14,3.2490163
571,ZZZ,13,2.4547915
572,R,13,3.9846716
573,S,14,4.340799
574,EEEEE,15,2.380374
575,VVV,15,2.1111872
576,GGGG,15,0.45785993
577,DD,13,0.32983214
578,I,14,2.8302393
579,EE,15,3.8548186
580,OOO,12,0.68195194
581,CCCC,13,4.8795357
582,LL,12,2.0228586
583,DD,12,2.2919812
584,GG,15,4.0997915
585,UUU,14,0.986104
586,NN,13,2.2326958
587,JJJJJ,14,0.033414662
588,AAAA,15,4.7575073
589,CCCC,14,4.4287624
590,D,15,1.2042305
591,R,13,0.46108872
592,KKK,12,0.31618774
593,OOO,15,4.6281376
594,XXX,14,1.0252335
595,III,13,0.41350573
596,SSSSS,14,3.0377345
597,AA,13,1.1750958
598,S,13,4.25743
599,GGG,13,0.85592955
600,JJ,15,4.8738103
601,MMMMM,12,2.2214632
602,JJJ,12,2.578452
603,FFFFF,13,4.8519444
604,OOOOO,14,0.036775768
605,GGGGG,13,2.1740246
606,FFF,15,4.438991
607,L,15,3.4027493
608,AAAAA,13,4.6815295
609,NN,15,2.3832154
610,UUUUU,14,4.489051
611,DDDD,15,0.97059727
612,RRR,15,4.577156
613,W,12,4.767909
614,MMMMM,15,3.777216
615,IIIII,14,3.7527826
616,S,13,2.8972855
617,DDDDD,12,4.5677066
618,D,12,0.9768316
619,TTT,14,0.022584498
620,WWW,13,1.5080748
621,SSSS,14,4.6641355
622,M,15,1.1430085
623,MMM,14,3.1035728
624,II,14,0.3827116
625,III,14,0.16216278
626,NNNN,12,4.7543573
627,BBBBB,14,3.7936795
628,CCCCC,15,1.0213544
629,YYY,12,3.1734295
630,NNN,13,1.0433578
631,WWWWW,13,0.30544788
632,Z,14,1.0054085
633,GG,13,3.9926128
634,RRRR,14,0.8692688
635,QQ,12,0.038860142
636,GGGG,13,3.0650458
637,WWW,12,1.1083224
638,WWW,15,0.6374866
639,M,14,3.7531524
640,GG,14,3.2888782
641,I,12,3.7399352
642,GGGGG,13,0.01925677
643,SSS,12,3.9540222
644,FFF,13,4.354687
645,Q,13,1.841777
646,MMMMM,13,2.475648
647,BBBBB,15,0.56263626
648,ZZZZZ,12,0.91011345
649,FFF,12,4.7660584
650,AA,13,3.8396893
651,H,15,3.1828432
652,E,12,0.48222333
653,XXXX,14,1.0259666
654,O,12,0.46058327
655,VVV,12,0.53299874
656,JJ,14,4.5448422
657,BBB,14,2.8503232
658,GGGGG,15,4.663896
659,NNNN,13,3.8588068
660,SS,14,0.62257886
661,LLLLL,15,0.47121376
662,PPPP,12,1.5316341
663,EEEEE,15,2.393589
664,HHHHH,13,2.56043
665,FFFFF,15,2.3359938
666,MMMMM,12,2.25611
667,R,12,0.18238068
668,CCC,12,2.3378873
669,DDDDD,15,3.6850805
670,O,13,0.5715105
671,UUUU,15,4.8362646
672,S,12,3.0564377
673,DD,15,2.1869307
674,OOOO,12,0.017063618
675,JJJ,12,0.03335178
676,P,12,3.9793775
677,EEE,14,0.57161987
678,MMMMM,14,1.0357183
679,LLL,12,4.8328037
680,SS,14,4.752835
681,UUU,12,2.454419
682,J,15,3.162242
683,YYYY,13,4.118319
684,OOOO,13,2.186915
685,UU,15,3.7907817
686,FF,13,3.8046374
687,L,15,0.73747426
688,K,15,4.22587
689,UUUUU,12,3.6541495
690,JJJ,14,1.3727925
691,OOOOO,15,1.1533391
692,QQQQ,13,1.986202
693,CCCC,12,4.277972
694,QQQQ,14,1.7582613
695,MMMM,13,2.674761
696,WWW,12,1.9916008
697,E,14,1.5533614
698,EEE,15,3.4190905
699,RRRRR,14,1.5817326
700,II,12,1.9836313
701,HHH,14,3.423774
702,HH,15,2.5735903
703,KKKKK,14,2.7122464
704,J,15,4.93707
705,GG,13,4.868137
706,BBBBB,12,1.2569616
707,DDD,14,2.3270419
708,OO,12,2.1587965
709,HHH,15,4.413819
710,R,14,2.2446818
711,J,15,2.3186507
712,QQQ,15,2.5991514
713,UU,15,3.370853
714,ZZZZ,13,1.0965586
715,KK,14,0.08114964
716,N,14,1.7546612
717,QQQ,13,0.22881955
718,KK,12,1.8253555
719,JJJ,15,4.607024
720,W,13,4.7910414
721,YYY,14,3.907792
722,TTTTT,12,3.9438972
723,HHHH,15,0.6275499
724,RRRRR,12,4.765381
725,G,12,0.804756
726,XXX,12,4.8945584
727,I,12,3.8630996
728,MMMM,13,3.0764117
729,MMMMM,14,1.8269048
730,GGG,15,3.1150465
731,WWWWW,13,1.6997784
732,RRRR,13,0.52178174
733,PPPP,14,1.8532181
734,CCCCC,14,3.2443807
735,AAAA,15,4.858799
736,B,13,3.591217
737,UUUU,15,0.31573236
738,FFFFF,13,1.222975
739,C,12,1.8749967
740,FF,13,1.8745005
741,XXXX,13,2.8419054
742,KKK,12,3.2907324
743,VVVVV,13,4.4508963
744,Q,13,3.7131593
745,QQQQ,13,0.14948428
746,NNNNN,12,4.1370544
747,FF,12,3.002734
748,MMM,12,3.4747725
749,KK,15,1.6352823
750,ZZZZZ,12,0.70667505
751,GGGG,13,2.9648387
752,FFF,12,0.07880747
753,U,14,2.3492706
754,U,15,4.4152203
755,VVVV,15,3.6687853
756,BBBB,13,2.6528826
757,SSSS,15,3.2953904
758,QQ,14,0.77840805
759,T,13,2.86372
760,NNNNN,12,0.44837505
761,R,13,1.2504933
762,X,12,1.708785
763,X,12,1.1942651
764,PPP,13,0.39426833
765,BBB,14,0.5428153
766,KKKK,14,1.9839134
767,L,15,2.2024143
768,EEE,14,1.9181526
769,H,15,0.48139095
770,UUU,12,2.6399117
771,RRRRR,13,4.669817
772,PPPPP,14,4.9132824
773,CC,14,3.3778121
774,WW,12,0.29425502
775,DDD,12,0.3668645
776,R,12,2.9805965
777,VVVVV,13,4.3517427
778,YYY,15,2.651742
779,GGG,14,1.5249807
780,S,12,0.32460898
781,XXXX,14,0.36158592
782,VVVV,14,1.6975355
783,NNN,12,3.5985255
784,JJ,13,1.932075
785,T,12,2.1517253
786,BBB,15,2.3311803
787,PP,15,0.13271481
788,FF,15,2.912338
789,Z,14,4.0577273
790,UUU,15,0.44550866
791,WWWWW,13,2.8039668
792,OOO,15,4.1282687
793,T,14,2.8609297
794,C,14,0.7043347
795,CCCCC,15,0.9490758
796,X,13,2.4966936
797,MMMM,14,3.133807
798,IIIII,13,0.52284837
799,P,12,1.1496276
800,HHH,12,0.5872297
801,OOOO,13,2.7675307
802,NNN,13,3.0046132
803,ZZ,15,3.6880527
804,DD,13,1.3984215
805,VVVV,13,3.6231232
806,GGG,12,2.8390737
807,U,12,3.9417324
808,Y,14,0.44009507
809,IIII,14,3.4976149
810,TT,15,0.41347802
811,IIII,12,3.031559
812,YY,14,3.5008297
813,OOOO,14,1.8466097
814,H,13,0.64312875
815,DDD,15,3.2913585
816,F,14,4.729457
817,GG,13,2.9546652
818,QQQ,12,4.2738543
819,VVV,13,0.37458032
820,B,13,0.9094891
821,TT,15,1.494895
822,ZZZZ,15,0.660623
823,YYYYY,13,0.064662695
824,NN,13,4.05539
825,PPP,15,1.6691985
826,HHH,13,2.276195
827,II,15,4.1054783
828,TTTTT,14,0.70958585
829,GG,15,2.3705223
830,G,14,2.4537227
831,P,14,0.6182644
832,JJJ,13,2.5691328
833,DDDDD,14,2.0585644
834,HHH,13,4.117205
835,LLLLL,14,0.92145056
836,ZZZZ,14,4.3209343
837,WWWWW,13,3.2903228
838,L,12,3.5037022
839,GGGG,13,0.8197814
840,GGGG,13,0.8144289
841,UUUUU,14,3.0968962
842,RRRR,14,4.1312175
843,GGGG,15,0.67914784
844,TT,14,1.9506431
845,LL,14,1.6479456
846,M,15,2.5161493
847,X,15,4.8535275
848,RR,14,4.916521
849,I,12,2.895219
850,QQQQQ,15,3.3942275
851,T,12,2.280446
852,O,12,4.6434393
853,CCCC,15,2.136547
854,VV,14,3.4488292
855,FF,12,1.3113606
856,BB,14,4.618803
857,H,12,1.6917167
858,VVVVV,12,3.8005872
859,QQ,12,3.0933752
860,TT,14,1.4296466
861,FFFFF,14,2.13163
862,CC,13,2.7622008
863,NNNN,13,4.0686917
864,TTT,13,2.6671264
865,NNN,15,2.75215
866,R,15,1.6123459
867,DD,14,4.408205
868,L,14,4.0708246
869,V,12,1.234046
870,CCCCC,14,2.3925953
871,DD,15,0.44564754
872,MMM,15,3.0417666
873,MM,14,3.6804376
874,XXXXX,15,2.9812593
875,JJJJ,13,0.42868704
876,YYYYY,14,1.9030571
877,CC,14,2.4731503
878,XXXX,14,0.94804436
879,QQQQ,15,4.1533895
880,LLLL,12,0.5370423
881,UUUUU,13,0.6393859
882,K,12,3.9434457
883,KKK,13,3.2984495
884,XXXX,14,4.2779036
885,H,12,2.6701126
886,BBBB,12,0.62676936
887,XXXXX,14,0.5255914
888,MMMMM,12,4.1885915
889,RRRR,15,2.9815826
890,E,15,2.3867023
891,PP,14,1.6625557
892,MMMMM,15,3.1010022
893,SSSS,13,4.4613853
894,TTT,12,2.3583245
895,IIII,14,1.5350688
896,QQQ,14,2.048306
897,OO,15,0.79043955
898,GGGG,12,4.490478
899,YYYY,14,0.2642095
900,GGG,15,2.9683318
901,VVVV,12,2.4823294
902,KKK,13,1.667397
903,QQ,13,3.0955698
904,ZZZ,14,4.806918
905,S,15,2.8313975
906,OO,14,3.1385005
907,GGG,13,3.076626
908,YYY,15,1.4001288
909,III,13,1.2109923
910,ZZZZZ,12,2.7602634
911,TTTT,13,2.1487186
912,KKKK,14,0.76424867
913,D,13,2.4132838
914,DDDD,15,0.804061
915,JJJJJ,12,2.4700513
916,FF,15,1.6724598
917,Q,14,1.9720471
918,DDDDD,14,3.3339024
919,BB,15,1.0361156
920,HHHHH,15,4.6471066
921,S,12,3.6598275
922,H,15,4.4079547
923,TTTT,12,1.9139427
924,UU,13,0.7464534
925,PPPP,12,1.600884
926,PP,13,2.607763
927,UUUU,15,1.6565961
928,JJ,15,2.7748475
929,D,12,0.69132954
930,BBBBB,14,4.6490784
931,K,13,4.7143035
932,F,14,4.7951837
933,QQQ,14,0.26786
934,CC,12,0.07819116
935,YYY,15,1.908642
936,YYYYY,13,2.072588
937,MMMMM,15,2.216492
938,YYY,15,2.307684
939,QQQQQ,13,1.2861753
940,GG,14,4.8282146
941,IIII,14,0.962705
942,UUUU,12,2.495508
943,X,15,1.9179535
944,TTTT,13,0.43207586
945,JJJJ,12,4.0344005
946,FFFFF,15,4.0212855
947,FFFF,14,2.4612837
948,M,13,4.9137974
949,PPPP,13,3.1390824
950,BBBB,14,1.5637505
951,HHHH,13,2.5501719
952,KK,12,0.92021674
953,X,15,1.9466639
954,IIIII,14,0.0332281
955,XXX,13,1.3308456
956,RR,15,0.49872488
957,KKKK,15,3.0193088
958,UUU,15,4.863064
959,G,14,3.708765
960,EEEEE,14,2.335257
961,YYYY,15,2.5797114
962,ZZZ,15,1.4139068
963,OOOO,14,1.1235255
964,L,15,4.325844
965,QQQQ,12,3.059226
966,J,12,2.494752
967,WWWWW,14,4.9180617
968,WW,13,3.6106224
969,T,14,4.617244
970,FFF,12,4.2546477
971,EEEEE,14,1.6185546
972,VVV,15,2.4492207
973,NN,12,3.0732336
974,GGGGG,13,1.9489825
975,XXX,15,0.69145113
976,RRRR,15,4.566414
977,UU,14,2.9428434
978,JJJJ,13,3.3342404
979,PPPP,15,1.5940032
980,LLLL,15,2.8469663
981,NN,14,0.51947534
982,SS,13,3.6951516
983,BB,13,3.1847296
984,C,14,0.50855964
985,NNNNN,15,3.1927376
986,SSS,14,2.7581282
987,RRRRR,12,4.8102083
988,MMM,15,4.131716
989,QQQQQ,14,2.4451807
990,TTT,15,4.9949007
991,YY,14,4.6346087
992,II,13,3.175622
993,UUUU,12,4.2187214
994,HHHHH,12,1.0702572
995,CCCCC,15,2.0283608
996,UU,15,1.8587623
997,GGGG,12,1.5921658
998,OO,15,4.437793
999,U,14,2.0823803
1000,YY,15,0.5332616
1001,RRRR,15,0.9612331
1002,OOOO,12,3.3375776
1003,P,13,1.564245
1004,NNN,14,4.9318514
1005,JJJJ,12,4.1624885
1006,GGG,14,4.6996436
1007,MMMMM,15,1.8827343
1008,MMMMM,12,2.9163594
1009,FFF,13,0.23258984
1010,LLLLL,14,2.7072043
1011,Y,13,0.8771375
